No.,Food Item,Category,1 Serving Size,Total Weight (g),Protein (g),Fats (g),Carbohydrates (g),Calories (kcal),Breakfast,Snack 1,Lunch,Snack 2,Dinner,User Preference,Source
1107,Premium Heritage Lentils,Protein,Palm-sized portion,51.8,17.11,3.27,0.0,97.9,0,0,0,0,1,0.25,Synthetic
1108,Fresh Gourmet Tempeh,Protein,1/2 small chicken breast,76.56,24.2,6.26,0.39,154.7,1,0,0,0,0,0.5,Synthetic
1109,Herb-Infused Original Salmon Fillet,Protein,1 piece,90.26,30.17,1.8,0.0,136.9,0,0,1,0,1,0.75,Synthetic
1110,Fresh Bahraini Lamb Chop,Protein,1/2 small chicken breast,50.65,25.99,2.02,0.0,122.1,1,0,0,0,1,0.5,Synthetic
1111,Whipped Gourmet Tuna Fillet,Protein,1/2 small chicken breast,59.16,1.2,9.32,0.0,88.7,1,0,0,0,1,0.0,Synthetic
1112,Homemade Premium Sardines,Protein,1 medium chicken thigh,43.04,7.46,7.51,0.23,98.4,0,0,0,0,0,0.0,Synthetic
1113,Smoked Medley Turkey Slices,Protein,1 piece,43.74,17.67,12.18,0.0,180.3,0,0,0,0,0,0.0,Synthetic
1114,Zero-Fat Blend White Beans,Protein,1 medium chicken thigh,83.63,8.65,3.27,0.64,66.6,0,0,1,0,1,0.0,Synthetic
1115,Marinated Bahraini White Beans,Protein,1 medium chicken thigh,50.68,21.56,0.5,0.9,94.3,1,0,0,0,0,0.75,Synthetic
1116,Whole Traditional Tempeh,Protein,Palm-sized portion,55.93,23.84,8.88,3.3,188.5,1,0,0,0,0,0.25,Synthetic
1117,Marinated Wild Shrimp,Protein,Palm-sized portion,133.55,14.2,2.7,2.23,90.0,0,0,0,0,1,0.75,Synthetic
1118,Plain Garden Pork Tenderloin,Protein,1 egg,48.56,20.77,9.39,1.69,174.3,1,0,0,0,1,0.75,Synthetic
1119,Spiced Heritage Tofu,Protein,1 medium chicken thigh,74.97,21.35,3.25,0.0,114.7,1,0,0,0,0,0.75,Synthetic
1120,Unsalted Style Black Beans,Protein,Palm-sized portion,70.11,17.24,8.8,2.24,157.1,1,0,0,0,0,0.5,Synthetic
1121,Roasted Mix Tempeh,Protein,Palm-sized portion,70.55,22.1,1.21,0.0,99.3,1,0,0,0,0,0.25,Synthetic
1122,Whipped Variety Mackerel Fillet,Protein,1 medium chicken thigh,54.18,7.28,0.5,2.57,43.9,0,0,0,0,0,0.25,Synthetic
1123,Boiled Style Tempeh,Protein,1 egg,97.6,17.23,5.1,0.0,114.8,0,0,0,0,0,0.75,Synthetic
1124,Frozen Bahraini Tuna Fillet,Protein,Palm-sized portion,39.35,15.23,2.93,0.45,89.1,0,0,1,0,1,1.0,Synthetic
1125,Premium Classic Sardines,Protein,1/2 small chicken breast,107.39,14.78,8.45,5.03,155.3,0,0,0,0,1,1.0,Synthetic
1126,Unsalted Arabian Edamame,Protein,1/2 small chicken breast,86.77,17.31,11.48,1.82,179.8,0,0,0,0,1,0.75,Synthetic
1127,Homemade Gourmet Edamame,Protein,1 egg,77.54,19.5,4.98,0.0,122.8,0,0,0,0,0,0.75,Synthetic
1128,Extra-Virgin Wild Edamame,Protein,1 egg,85.35,23.58,1.51,0.0,107.9,0,0,0,0,0,1.0,Synthetic
1129,High-Protein Selection Edamame,Protein,1/2 small chicken breast,72.81,16.99,12.42,0.0,179.7,1,0,0,0,0,0.0,Synthetic
1130,Whole Gourmet Sardines,Protein,Palm-sized portion,31.86,12.15,5.14,1.2,99.7,1,0,0,0,0,0.25,Synthetic
1131,Lightly-Salted Traditional Black Beans,Protein,1/2 small chicken breast,73.94,17.22,1.4,0.98,85.4,1,0,0,0,1,0.25,Synthetic
1132,Herb-Infused Gourmet Lamb Chop,Protein,1/2 small chicken breast,92.99,11.97,9.26,2.29,140.4,0,0,0,0,1,0.0,Synthetic
1133,Whole Style Beef Strips,Protein,1 piece,90.91,19.95,2.44,2.65,112.4,1,0,0,0,1,0.0,Synthetic
1134,Marinated Original Lentils,Protein,1/2 small chicken breast,136.99,14.92,1.65,0.0,74.5,1,0,0,0,0,0.5,Synthetic
1135,Roasted Premium Lentils,Protein,1 piece,95.47,11.21,8.08,0.0,117.6,0,0,0,0,1,0.75,Synthetic
1136,Premium Blend Shrimp,Protein,1/2 small chicken breast,70.26,17.66,10.4,0.0,164.2,0,0,0,0,0,0.0,Synthetic
1137,Pickled Garden Chickpeas,Protein,1 piece,70.65,14.53,2.53,2.55,91.1,0,0,1,0,1,0.25,Synthetic
1138,Enriched Blend Pork Tenderloin,Protein,1 piece,131.71,24.18,4.33,2.09,144.1,1,0,0,0,1,0.5,Synthetic
1139,Whole Gourmet Tuna Fillet,Protein,1 medium chicken thigh,123.57,19.84,4.75,3.85,137.5,0,0,0,0,1,0.0,Synthetic
1140,High-Protein Variety Edamame,Protein,1 piece,52.25,16.97,0.5,0.0,72.4,0,0,0,0,0,0.75,Synthetic
1141,Seasonal Gourmet Pork Tenderloin,Protein,1 medium chicken thigh,68.96,21.27,4.56,0.11,126.6,0,0,0,0,0,1.0,Synthetic
1142,Grilled Bahraini Lamb Chop,Protein,1 egg,84.67,10.29,7.55,0.0,109.1,0,0,1,0,1,0.75,Synthetic
1143,Pickled Heritage Pork Tenderloin,Protein,1 egg,76.95,24.04,0.5,0.54,102.8,1,0,0,0,1,0.5,Synthetic
1144,Lightly-Salted Farm-Fresh Mackerel Fillet,Protein,Palm-sized portion,113.83,17.56,7.17,0.48,136.7,0,0,1,0,0,0.0,Synthetic
1145,Herb-Infused Traditional Shrimp,Protein,Palm-sized portion,93.06,14.66,3.06,3.43,99.9,1,0,0,0,1,0.75,Synthetic
1146,Local Wild Edamame,Protein,1 egg,91.16,26.47,3.24,0.67,137.7,1,0,1,0,1,0.5,Synthetic
1147,Raw Arabian Turkey Slices,Protein,1 egg,90.74,1.2,8.15,0.75,81.2,0,0,1,0,0,1.0,Synthetic
1148,Baked Bahraini Millet Porridge,Grains,1/4 loaf,89.38,10.98,4.31,46.42,268.4,0,1,0,1,1,1.0,Synthetic
1149,Whole Garden Polenta,Grains,1 slice,48.23,0.0,0.0,45.82,183.3,0,1,1,1,1,1.0,Synthetic
1150,Sun-Dried Traditional Pasta,Grains,1/2 cup,46.94,3.56,5.55,35.48,206.1,1,1,1,1,0,0.5,Synthetic
1151,Organic Heritage Couscous,Grains,1 slice,34.64,1.23,0.0,0.6,7.3,1,0,0,1,0,0.5,Synthetic
1152,Spiced Bahraini Barley,Grains,1 medium roll,143.22,7.34,7.54,32.2,226.0,1,1,1,1,0,1.0,Synthetic
1153,Sun-Dried Variety Rye Bread,Grains,1/2 cup,94.38,4.56,2.56,0.6,43.7,1,1,0,1,0,0.5,Synthetic
1154,Natural Arabian Quinoa,Grains,1/3 cup,55.67,1.68,3.67,0.6,42.1,1,1,0,1,0,1.0,Synthetic
1155,Cold-Pressed Premium Whole Grain Crackers,Grains,1/2 cup,5.0,0.53,0.13,4.1,19.7,1,1,0,1,0,0.25,Synthetic
1156,Fortified Farm-Fresh Quinoa,Grains,1 cup,85.3,3.66,3.06,0.6,44.6,1,1,0,1,0,0.0,Synthetic
1157,Spiced Garden Sorghum,Grains,1 cup,41.15,10.07,1.55,11.76,101.3,1,1,0,1,0,0.75,Synthetic
1158,Homemade Bahraini Whole Wheat Bread,Grains,1 slice,193.8,3.43,0.0,44.76,192.8,1,0,0,1,0,0.5,Synthetic
1159,Sun-Dried Mix Couscous,Grains,1/2 cup,5.0,0.77,0.0,3.98,19.0,1,1,0,1,0,1.0,Synthetic
1160,Frozen Premium Teff Porridge,Grains,1 cup,89.75,9.41,1.43,0.6,52.9,1,1,1,1,0,0.25,Synthetic
1161,Dried Farm-Fresh Quinoa,Grains,1/2 cup,26.99,4.2,4.43,17.01,124.7,1,1,0,1,0,0.0,Synthetic
1162,Fortified Traditional Rice Cake,Grains,1 cup,162.04,0.0,2.83,16.57,91.8,1,1,0,1,0,0.75,Synthetic
1163,Whipped Wild Quinoa,Grains,1 slice,33.98,2.77,2.43,27.08,141.3,1,1,0,1,0,0.5,Synthetic
1164,Pickled Arabian Quinoa,Grains,1/3 cup,139.93,6.92,4.42,0.6,69.9,1,1,0,1,0,0.5,Synthetic
1165,Grilled Gourmet Couscous,Grains,1 small slice,118.72,3.18,0.0,79.31,330.0,1,0,1,1,0,0.25,Synthetic
1166,Cold-Pressed Variety Bulgur,Grains,1 small slice,109.44,6.49,0.0,0.6,28.4,1,1,0,1,0,1.0,Synthetic
1167,Boiled Bahraini Couscous,Grains,1 cup,87.85,1.45,0.0,15.91,69.4,0,1,0,1,0,0.0,Synthetic
1168,Dried Wild Barley,Grains,1/3 cup,45.0,3.56,5.34,35.78,205.4,1,1,0,1,0,1.0,Synthetic
1169,Reduced-Fat Style Couscous,Grains,1/4 loaf,129.67,0.35,0.0,54.52,219.5,1,1,0,1,0,1.0,Synthetic
1170,Herb-Infused Farm-Fresh Bulgur,Grains,1/2 cup,141.72,14.22,0.0,33.77,192.0,1,1,0,1,0,0.25,Synthetic
1171,Lightly-Salted Bahraini Sorghum,Grains,1/2 cup,5.0,1.09,0.0,3.66,19.0,1,1,0,1,0,1.0,Synthetic
1172,Frozen Farm-Fresh Spelt Bread,Grains,1/3 cup,51.44,11.12,0.83,0.6,54.3,1,0,0,0,0,0.75,Synthetic
1173,Raw Variety Polenta,Grains,1/2 cup,81.5,3.01,5.78,37.04,212.2,1,1,0,1,0,0.75,Synthetic
1174,Cold-Pressed Medley Sorghum,Grains,1 cup,48.96,6.16,1.31,39.04,192.6,1,0,0,1,0,0.5,Synthetic
1175,Whole Mix Sorghum,Grains,1 medium roll,5.0,0.28,0.33,4.14,20.6,1,1,1,1,0,1.0,Synthetic
1176,Sun-Dried Gourmet Brown Rice,Grains,1 slice,61.06,0.0,3.56,54.45,249.8,1,1,0,0,0,0.0,Synthetic
1177,Sun-Dried Style Rice Cake,Grains,1 slice,141.96,0.0,2.01,7.53,48.2,1,1,0,1,0,0.25,Synthetic
1178,Cold-Pressed Heritage Whole Wheat Bread,Grains,1/3 cup,78.96,5.8,4.82,32.4,196.2,1,1,0,1,0,0.25,Synthetic
1179,Extra-Virgin Garden Buckwheat,Grains,1 slice,21.0,15.3,3.4,0.6,94.2,1,1,1,0,0,0.25,Synthetic
1180,Extra-Virgin Special Buckwheat,Grains,1 medium roll,35.54,1.98,0.0,31.78,135.0,0,0,0,1,0,1.0,Synthetic
1181,Baked Traditional Corn Tortilla,Grains,1 slice,5.0,3.57,1.03,0.15,24.1,1,1,0,1,0,1.0,Synthetic
1182,Plain Traditional Teff Porridge,Grains,1/3 cup,119.15,11.87,5.65,62.65,348.9,1,1,0,1,0,0.75,Synthetic
1183,Premium Blend Couscous,Grains,1 medium roll,49.48,2.47,0.0,44.53,188.0,0,0,1,1,0,1.0,Synthetic
1184,Extra-Virgin Gourmet Amaranth,Grains,1 slice,41.2,12.05,5.43,14.85,156.5,1,1,1,1,0,0.5,Synthetic
1185,Spiced Wild Millet Porridge,Grains,1/3 cup,61.77,5.0,0.89,52.8,239.2,1,1,0,0,0,0.5,Synthetic
1186,Reduced-Fat Mix Rice Cake,Grains,1/2 cup,43.77,12.56,3.88,8.76,120.2,1,1,0,1,0,0.0,Synthetic
1187,Marinated Arabian Rye Bread,Grains,1/4 loaf,25.39,1.04,1.63,0.6,21.2,1,1,0,1,0,0.5,Synthetic
1188,Fortified Heritage Spelt Bread,Grains,1 cup,97.8,12.32,2.88,29.34,192.6,1,1,0,1,0,0.75,Synthetic
1189,Herb-Infused Traditional Polenta,Grains,1/3 cup,88.56,13.6,7.58,22.58,212.9,1,1,0,1,0,0.75,Synthetic
1190,Fresh Mix Farro,Grains,1 small slice,111.46,1.23,2.46,8.23,60.0,1,1,0,1,0,0.5,Synthetic
1191,Whole Classic Corn Tortilla,Grains,1/4 loaf,135.24,8.93,1.36,76.36,353.4,1,1,0,1,0,0.75,Synthetic
1192,Enriched Special Barley,Grains,1/3 cup,5.0,0.61,0.33,3.81,20.6,1,1,1,1,0,0.25,Synthetic
1193,Whipped Garden Pasta,Grains,1 small slice,91.5,6.37,6.34,67.85,353.9,1,1,0,1,0,0.75,Synthetic
1194,Lightly-Salted Original Polenta,Grains,1/2 cup,23.84,1.21,1.35,20.09,97.3,1,1,0,1,0,0.5,Synthetic
1195,Boiled Style Teff Porridge,Grains,1 medium roll,50.8,6.49,5.35,10.7,116.9,0,1,0,1,0,0.25,Synthetic
1196,Fortified Style Spelt Bread,Grains,1 slice,112.42,4.71,2.83,22.98,136.2,1,1,0,1,0,0.25,Synthetic
1197,Unsalted Premium Farro,Grains,1/4 loaf,151.35,0.0,4.94,116.38,510.0,0,1,0,1,0,0.5,Synthetic
1198,Raw Arabian Barley,Grains,1 medium roll,101.5,20.4,0.0,8.42,115.3,1,0,0,1,0,0.25,Synthetic
1199,Whole Bahraini Whole Grain Crackers,Grains,1 slice,95.64,8.76,5.47,48.08,276.6,0,1,0,1,0,0.5,Synthetic
1200,Dried Mix Sorghum,Grains,1 slice,168.43,7.33,1.07,0.67,41.6,1,1,1,1,0,0.5,Synthetic
1201,Raw Classic Brown Rice,Grains,1/4 loaf,78.1,8.78,4.83,60.59,321.0,1,1,0,1,0,0.5,Synthetic
1202,Baked Heritage Teff Porridge,Grains,1 medium roll,165.15,2.41,1.55,47.97,215.5,1,1,1,1,0,0.0,Synthetic
1203,Grilled Blend Rice Cake,Grains,1 cup,234.0,3.29,4.41,36.02,196.9,1,0,0,1,0,0.75,Synthetic
1204,Dried Wild Pasta,Grains,1/3 cup,53.82,0.13,0.0,51.0,204.5,1,1,0,1,1,0.75,Synthetic
1205,Zero-Fat Traditional Buckwheat,Grains,1 medium roll,126.56,0.0,0.0,91.91,367.6,1,1,0,1,0,0.25,Synthetic
1206,Boiled Farm-Fresh Couscous,Grains,1 medium roll,5.0,0.14,0.17,4.44,19.9,1,1,0,1,0,0.5,Synthetic
1207,Frozen Mix Bulgur,Grains,1/3 cup,34.52,4.38,4.11,24.31,151.8,1,1,0,1,0,0.5,Synthetic
1208,Lightly-Salted Medley Millet Porridge,Grains,1 small slice,18.98,0.0,0.51,17.52,74.7,1,1,1,1,0,0.25,Synthetic
1209,Fresh Selection Rye Bread,Grains,1/2 cup,31.85,1.04,1.46,27.77,128.4,1,1,0,1,0,0.5,Synthetic
1210,Unsalted Arabian Sorghum,Grains,1 cup,149.45,13.87,1.05,45.55,247.1,1,1,1,1,0,0.25,Synthetic
1211,Plain Premium Sorghum,Grains,1/3 cup,143.89,10.09,3.55,74.18,369.0,1,1,0,1,0,0.5,Synthetic
1212,Smoked Classic Spelt Bread,Grains,1/2 cup,25.37,2.42,0.0,21.68,96.4,1,1,0,1,0,0.5,Synthetic
1213,Enriched Medley Pasta,Grains,1 slice,13.9,2.15,0.09,10.96,53.2,1,1,0,1,0,0.5,Synthetic
1214,Plain Farm-Fresh Teff Porridge,Grains,1/3 cup,70.93,2.08,1.05,57.96,249.6,1,1,1,1,0,1.0,Synthetic
1215,Fresh Variety Corn Tortilla,Grains,1 cup,117.35,5.28,3.47,53.02,264.4,1,1,0,0,0,0.5,Synthetic
1216,Local Gourmet Farro,Grains,1/2 cup,55.5,0.0,1.39,51.34,217.9,1,0,0,1,0,0.75,Synthetic
1217,Homemade Heritage Quinoa,Grains,1 cup,63.52,6.47,3.66,50.22,259.7,1,1,0,1,0,0.25,Synthetic
1218,Dried Style Bulgur,Grains,1 cup,108.68,9.44,1.7,9.68,91.8,1,1,0,1,0,0.25,Synthetic
1219,Whole Selection Farro,Grains,1 cup,128.96,0.0,1.4,75.46,314.4,1,1,1,1,0,0.75,Synthetic
1220,Enriched Wild Spelt Bread,Grains,1 slice,61.02,3.25,3.22,0.6,44.4,1,1,0,1,0,0.0,Synthetic
1221,Grilled Farm-Fresh Farro,Grains,1/4 loaf,106.47,0.0,2.93,13.67,81.0,1,1,0,1,0,1.0,Synthetic
1222,Fresh Classic Polenta,Grains,1 small slice,5.0,0.18,0.19,4.38,19.9,1,1,0,1,0,0.75,Synthetic
1223,Herb-Infused Original Barley,Grains,1 medium roll,32.0,3.91,1.67,24.82,129.9,1,1,0,1,0,0.5,Synthetic
1224,Fortified Traditional Corn Tortilla,Grains,1 small slice,5.0,0.91,0.02,3.82,19.1,1,1,0,1,0,1.0,Synthetic
1225,Unsalted Wild Whole Wheat Bread,Grains,1/4 loaf,115.4,13.59,0.0,12.08,102.7,1,1,0,1,0,1.0,Synthetic
1226,Sun-Dried Selection Farro,Grains,1 cup,5.0,0.0,0.0,4.75,19.0,1,1,0,1,0,0.75,Synthetic
1227,Baked Classic Pasta,Grains,1 cup,99.46,0.0,1.35,34.74,151.1,1,1,1,1,0,0.5,Synthetic
1228,High-Protein Bahraini Buckwheat,Grains,1/3 cup,195.04,10.49,4.94,71.25,371.4,0,1,1,1,0,0.0,Synthetic
1229,Frozen Mix Buckwheat,Grains,1/4 loaf,114.77,0.31,12.18,83.66,445.5,0,1,0,1,0,1.0,Synthetic
1230,Frozen Heritage Whole Grain Crackers,Grains,1/4 loaf,5.0,1.23,0.0,3.52,19.0,1,1,1,1,0,0.5,Synthetic
1231,Boiled Traditional Spelt Bread,Grains,1/4 loaf,130.82,0.0,0.78,44.28,184.1,1,1,0,1,0,0.25,Synthetic
1232,Fortified Style Whole Grain Crackers,Grains,1/3 cup,91.69,13.2,8.48,16.5,195.1,1,1,0,1,0,1.0,Synthetic
1233,High-Protein Bahraini Couscous,Grains,1/3 cup,137.26,10.02,0.0,8.01,72.1,1,1,0,1,0,0.75,Synthetic
1234,Steamed Original Quinoa,Grains,1 cup,127.26,1.51,8.68,67.25,353.2,1,1,1,1,0,0.0,Synthetic
1235,Pickled Traditional Pasta,Grains,1 small slice,186.41,4.24,5.64,58.14,300.3,1,1,0,1,0,0.25,Synthetic
1236,Dried Premium Barley,Grains,1 cup,50.85,0.25,0.0,48.05,193.2,1,1,0,1,0,1.0,Synthetic
1237,Natural Selection Quinoa,Grains,1 small slice,26.31,7.48,3.4,11.53,106.6,1,1,0,1,0,1.0,Synthetic
1238,Zero-Fat Classic Sorghum,Grains,1/3 cup,106.72,6.37,1.14,34.8,174.9,1,1,0,1,0,0.75,Synthetic
1239,Enriched Premium Quinoa,Grains,1 small slice,234.0,0.0,0.0,33.57,134.3,1,1,0,1,0,1.0,Synthetic
1240,Spiced Variety Sorghum,Grains,1/4 loaf,5.0,0.31,0.04,4.41,19.2,1,0,1,1,0,0.0,Synthetic
1241,Boiled Special Barley,Grains,1/3 cup,22.07,2.13,0.77,18.07,87.7,1,1,0,1,0,0.0,Synthetic
1242,Reduced-Fat Garden Quinoa,Grains,1/2 cup,52.7,1.48,2.06,46.53,210.6,1,1,0,1,0,0.25,Synthetic
1243,Frozen Heritage Sorghum,Grains,1 small slice,47.63,6.99,0.0,0.6,30.4,1,1,0,1,0,0.75,Synthetic
1244,Herb-Infused Original Whole Grain Crackers,Grains,1 cup,47.91,0.0,4.61,40.91,205.1,1,1,0,1,0,1.0,Synthetic
1245,Extra-Virgin Arabian Couscous,Grains,1/3 cup,197.96,4.89,0.29,29.03,138.3,1,1,1,1,0,0.25,Synthetic
1246,Extra-Virgin Blend Oatmeal,Grains,1 small slice,78.87,0.0,0.68,29.73,125.0,1,1,0,1,0,0.25,Synthetic
1247,Marinated Wild Quinoa,Grains,1/2 cup,36.29,4.31,2.67,27.5,151.3,1,1,0,1,0,0.25,Synthetic
1248,Pickled Special Quinoa,Grains,1 slice,120.59,5.24,4.92,74.24,362.2,1,1,0,1,0,0.0,Synthetic
1249,High-Protein Classic Oatmeal,Grains,1 small slice,119.58,17.19,0.0,14.55,127.0,1,1,0,1,0,0.5,Synthetic
1250,Raw Medley Polenta,Grains,1 small slice,155.06,0.36,0.0,48.62,195.9,1,1,0,1,0,1.0,Synthetic
1251,Steamed Original Rice Cake,Grains,1 slice,82.92,12.01,4.63,29.3,206.9,1,1,0,1,0,0.0,Synthetic
1252,Baked Classic Teff Porridge,Grains,1/3 cup,43.67,12.14,0.64,0.6,56.7,0,1,1,1,0,0.75,Synthetic
1253,Unsalted Farm-Fresh Corn Tortilla,Grains,1 cup,5.0,0.45,0.1,4.2,19.5,1,1,0,1,0,0.75,Synthetic
1254,Local Variety Teff Porridge,Grains,1/4 loaf,5.0,1.23,0.14,3.38,19.7,1,1,0,0,0,0.25,Synthetic
1255,Seasonal Selection Teff Porridge,Grains,1 medium roll,5.0,1.47,0.02,3.26,19.1,1,1,1,1,0,0.75,Synthetic
1256,Local Mix Corn Tortilla,Grains,1 small slice,25.56,3.71,1.25,19.31,103.3,1,1,0,1,0,0.75,Synthetic
1257,Natural Farm-Fresh Oatmeal,Grains,1 small slice,8.89,3.93,0.0,4.51,33.8,1,1,0,1,0,0.0,Synthetic
1258,Spiced Premium Rye Bread,Grains,1/3 cup,57.52,8.16,2.61,43.88,231.7,1,1,1,1,0,0.5,Synthetic
1259,Pickled Special Millet Porridge,Grains,1 small slice,54.4,0.82,0.0,50.86,206.7,1,1,0,1,0,0.75,Synthetic
1260,Spiced Original Buckwheat,Grains,1/3 cup,234.0,6.14,1.45,0.6,40.0,1,1,1,1,0,1.0,Synthetic
1261,Enriched Style Teff Porridge,Grains,1/3 cup,136.17,11.45,1.34,65.4,319.5,1,1,1,1,0,0.25,Synthetic
1262,Extra-Virgin Premium Polenta,Grains,1/2 cup,99.21,12.53,0.0,53.97,266.0,1,1,1,1,0,0.0,Synthetic
1263,Zero-Fat Heritage Farro,Grains,1 cup,63.87,4.71,2.01,49.63,235.4,1,1,0,1,0,0.75,Synthetic
1264,Roasted Selection Polenta,Grains,1 slice,100.57,0.0,4.26,91.28,403.5,1,1,1,1,0,1.0,Synthetic
1265,Plain Selection Rye Bread,Grains,1/3 cup,115.36,0.0,3.74,50.71,236.5,1,1,0,1,0,0.75,Synthetic
1266,Premium Mix Whole Grain Crackers,Grains,1/2 cup,10.64,0.0,0.7,9.41,43.9,1,1,0,1,0,1.0,Synthetic
1267,Pickled Garden Polenta,Grains,1 small slice,149.46,6.47,6.63,66.77,352.6,1,1,0,1,0,0.5,Synthetic
1268,Zero-Fat Style Sorghum,Grains,1/3 cup,5.0,0.9,0.72,3.13,22.6,0,0,1,1,0,0.5,Synthetic
1269,Frozen Blend Millet Porridge,Grains,1 slice,131.11,2.48,0.31,96.27,397.8,1,1,0,0,0,0.0,Synthetic
1270,Roasted Special Quinoa,Grains,1/2 cup,216.92,0.76,0.0,0.6,5.4,1,0,0,1,0,0.25,Synthetic
1271,Spiced Original Rice Cake,Grains,1/4 loaf,124.09,0.0,4.7,44.65,220.9,1,1,1,1,0,0.75,Synthetic
1272,Fortified Heritage Whole Grain Crackers,Grains,1 slice,5.0,0.0,0.03,4.72,19.1,0,1,0,1,0,1.0,Synthetic
1273,Enriched Selection Quinoa,Grains,1 medium roll,168.74,10.32,0.46,27.18,154.1,1,1,0,1,0,1.0,Synthetic
1274,Herb-Infused Heritage Rye Bread,Grains,1 slice,126.32,13.09,2.76,0.6,79.6,1,1,0,1,0,1.0,Synthetic
1275,Plain Style Rye Bread,Grains,1/4 loaf,68.6,0.0,0.26,64.91,262.0,1,1,0,1,0,0.25,Synthetic
1276,Grilled Premium Sorghum,Grains,1/2 cup,122.63,0.0,0.0,77.49,310.0,0,1,0,1,0,0.5,Synthetic
1277,Natural Variety Whole Wheat Bread,Grains,1 medium roll,10.65,5.71,0.0,0.6,25.2,1,1,1,1,0,1.0,Synthetic
1278,Steamed Heritage Bulgur,Grains,1 medium roll,103.6,6.06,4.12,17.74,132.3,0,1,0,1,0,0.75,Synthetic
1279,Cold-Pressed Gourmet Rye Bread,Grains,1/2 cup,76.24,7.78,0.0,64.65,289.7,1,0,0,1,0,0.75,Synthetic
1280,Reduced-Fat Classic Corn Tortilla,Grains,1/3 cup,147.65,7.96,4.47,52.32,281.4,1,1,0,1,0,0.0,Synthetic
1281,Zero-Fat Bahraini Teff Porridge,Grains,1/4 loaf,119.46,13.04,4.75,49.12,291.4,1,1,0,1,0,0.5,Synthetic
1282,Pickled Bahraini Amaranth,Grains,1 slice,113.78,3.56,1.72,26.39,135.3,1,1,0,1,0,0.0,Synthetic
1283,Natural Farm-Fresh Whole Grain Crackers,Grains,1/2 cup,151.89,10.46,7.66,86.28,455.9,0,1,0,0,0,0.5,Synthetic
1284,Local Mix Sorghum,Grains,1 cup,234.0,3.21,0.92,43.39,194.7,1,1,0,0,0,1.0,Synthetic
1285,Baked Style Couscous,Grains,1 slice,42.51,0.11,4.26,36.02,182.9,1,0,0,1,0,0.75,Synthetic
1286,Premium Classic Farro,Grains,1/3 cup,5.0,2.85,1.67,0.22,27.3,1,1,0,1,0,0.5,Synthetic
1287,Fresh Medley Amaranth,Grains,1/3 cup,135.1,5.69,5.25,61.14,314.6,1,1,1,1,0,1.0,Synthetic
1288,Herb-Infused Medley Whole Wheat Bread,Grains,1 cup,73.64,3.93,1.04,15.4,86.7,1,1,0,0,0,0.75,Synthetic
1289,Roasted Original Rye Bread,Grains,1 small slice,106.17,8.22,0.0,16.79,100.0,1,1,0,1,0,0.25,Synthetic
1290,Dried Traditional Teff Porridge,Grains,1/2 cup,139.05,4.83,0.0,41.43,185.0,1,1,0,0,0,0.75,Synthetic
1291,Plain Original Buckwheat,Grains,1 cup,79.69,9.01,5.84,65.87,352.1,1,1,1,1,0,0.5,Synthetic
1292,Roasted Garden Brown Rice,Grains,1/2 cup,79.12,11.96,2.04,61.17,310.9,1,1,0,1,0,0.0,Synthetic
1293,Marinated Garden Farro,Grains,1 slice,130.31,3.23,0.0,46.98,200.8,1,1,0,1,0,1.0,Synthetic
1294,Seasonal Traditional Whole Wheat Bread,Grains,1 cup,91.17,10.23,0.0,2.71,51.8,1,1,1,1,0,0.0,Synthetic
1295,High-Protein Blend Millet Porridge,Grains,1 medium roll,5.0,2.39,0.0,2.36,19.0,1,1,0,1,0,0.0,Synthetic
1296,Whipped Blend Polenta,Grains,1/3 cup,146.77,6.54,0.0,117.79,497.3,1,1,1,1,0,1.0,Synthetic
1297,Seasonal Classic Couscous,Grains,1 small slice,70.58,0.0,8.2,25.83,177.1,0,1,0,1,0,0.75,Synthetic
1298,Natural Farm-Fresh Couscous,Grains,1 cup,62.18,10.1,0.0,16.18,105.1,1,1,0,1,0,0.25,Synthetic
1299,Plain Classic Farro,Grains,1 small slice,51.27,11.73,0.0,36.97,194.8,1,1,0,1,0,0.75,Synthetic
1300,Spiced Garden Oatmeal,Grains,1/2 cup,99.7,8.04,0.0,29.51,150.2,1,1,1,0,0,1.0,Synthetic
1301,High-Protein Garden Rice Cake,Grains,1 small slice,119.86,2.55,2.79,43.33,208.6,1,1,0,1,0,0.0,Synthetic
1302,Low-Fat Heritage Brown Rice,Grains,1/2 cup,83.5,2.58,0.0,6.27,35.4,1,1,1,1,0,0.5,Synthetic
1303,Fresh Medley Brown Rice,Grains,1 medium roll,114.92,4.4,5.54,64.48,325.4,1,1,1,1,0,0.0,Synthetic
1304,Seasonal Bahraini Bulgur,Grains,1 cup,65.9,0.0,0.0,49.19,196.8,0,1,1,1,0,0.0,Synthetic
1305,Dried Blend Sorghum,Grains,1/3 cup,5.0,0.0,0.01,4.74,19.1,1,1,0,0,0,1.0,Synthetic
1306,Sun-Dried Selection Corn Tortilla,Grains,1/2 cup,76.37,0.35,2.82,42.42,196.5,1,1,1,1,0,0.5,Synthetic
1307,Fresh Variety Farro,Grains,1/4 loaf,133.1,0.43,2.33,25.11,123.1,1,1,0,1,0,1.0,Synthetic
1308,Fresh Farm-Fresh Whole Wheat Bread,Grains,1/3 cup,43.25,0.0,0.0,41.09,164.4,1,1,0,0,0,0.5,Synthetic
