No.,Food Item,Category,1 Serving Size,Total Weight (g),Protein (g),Fats (g),Carbohydrates (g),Calories (kcal),Breakfast,Snack 1,Lunch,Snack 2,Dinner,User Preference,Source
232,Sun-Dried Medley Kefir,Dairy,Palm-sized portion,266.0,8.42,7.15,2.05,106.2,1,0,0,0,0,0.0,Synthetic
233,Zero-Fat Traditional Whey Drink,Dairy,1 tsp,5.0,1.98,2.73,0.04,32.6,1,0,0,0,0,0.75,Synthetic
234,Sun-Dried Blend Cream Cheese,Dairy,1/2 cup,182.46,5.35,15.12,18.73,232.4,1,0,0,0,0,0.75,Synthetic
235,Whole Arabian Skyr,Dairy,1 cup,125.4,11.87,23.88,20.85,345.8,1,0,0,0,0,0.5,Synthetic
236,Unsalted Wild Cottage Cheese,Dairy,1/2 cup,243.75,3.55,12.93,34.45,268.4,0,0,0,0,0,0.75,Synthetic
237,Natural Mix Yogurt,Dairy,Palm-sized portion,194.89,2.81,10.92,26.69,216.3,1,0,0,0,0,1.0,Synthetic
238,Homemade Bahraini Soft Cheese,Dairy,Palm-sized portion,185.69,11.19,14.67,30.79,299.9,1,0,0,0,0,0.25,Synthetic
239,Seasonal Farm-Fresh Whey Drink,Dairy,1 cup,56.94,0.9,10.21,3.37,109.0,1,0,0,0,0,0.25,Synthetic
240,Low-Fat Premium Curd,Dairy,Palm-sized portion,86.76,9.72,6.17,0.2,95.2,0,0,0,0,0,0.75,Synthetic
241,Marinated Traditional Soft Cheese,Dairy,1 tsp,253.38,7.8,0.78,11.22,83.1,0,0,0,0,0,0.75,Synthetic
242,Baked Arabian Milk,Dairy,Palm-sized portion,129.34,10.08,15.93,4.73,202.6,0,0,0,0,0,0.0,Synthetic
243,High-Protein Classic Cream Cheese,Dairy,1/2 cup,188.57,8.18,16.9,3.61,199.3,0,0,0,0,0,0.0,Synthetic
244,Reduced-Fat Original Cheese Slice,Dairy,1/2 cup,140.52,12.21,7.08,8.81,147.8,0,0,0,0,0,0.75,Synthetic
245,Extra-Virgin Farm-Fresh Labneh,Dairy,Palm-sized portion,59.3,0.9,0.5,4.82,27.4,1,0,0,0,0,0.0,Synthetic
246,Frozen Arabian Soft Cheese,Dairy,1 cup,5.0,1.08,0.26,3.41,20.3,0,0,0,0,0,0.25,Synthetic
247,Dried Garden Cheese Slice,Dairy,Palm-sized portion,265.97,2.95,0.5,0.2,17.1,0,0,0,0,0,0.75,Synthetic
248,Baked Heritage Whey Drink,Dairy,Palm-sized portion,74.09,7.1,8.31,31.29,228.3,1,0,0,0,0,0.0,Synthetic
249,Fresh Heritage Skyr,Dairy,2 tbsp,53.44,15.16,6.14,31.42,241.6,1,0,0,0,0,0.75,Synthetic
250,Fresh Bahraini Milk,Dairy,2 tbsp,66.95,14.66,3.08,9.62,124.8,1,0,0,0,0,0.25,Synthetic
251,Enriched Traditional Cream Cheese,Dairy,1/2 cup,266.0,13.76,9.77,0.51,145.0,1,0,0,0,0,1.0,Synthetic
252,Seasonal Medley Cream Cheese,Dairy,Palm-sized portion,123.7,11.72,3.2,5.36,97.1,1,0,0,0,0,0.0,Synthetic
253,Local Special Soft Cheese,Dairy,2 tbsp,150.15,9.61,14.09,25.71,268.1,1,0,0,0,0,0.5,Synthetic
254,Steamed Gourmet Curd,Dairy,1/2 cup,147.86,16.86,3.44,0.2,99.2,1,0,0,0,0,1.0,Synthetic
255,Seasonal Arabian Yogurt,Dairy,1 cup,195.61,8.46,10.72,21.62,216.8,0,0,0,0,0,0.0,Synthetic
256,Pickled Garden Cheese Slice,Dairy,1 tsp,190.29,0.9,4.28,31.4,167.7,0,0,0,0,0,0.75,Synthetic
257,Pickled Style Whey Drink,Dairy,1 cup,59.68,3.65,2.93,18.2,113.8,1,0,0,0,0,1.0,Synthetic
258,Plain Mix Milk,Dairy,2 tbsp,28.32,0.9,10.22,7.74,126.5,1,0,0,0,0,0.75,Synthetic
259,Reduced-Fat Variety Kefir,Dairy,1/2 cup,5.0,3.32,0.45,0.97,21.2,0,0,0,0,0,0.5,Synthetic
260,High-Protein Style Buttermilk,Dairy,1/2 cup,117.94,6.66,22.63,25.54,332.5,1,0,0,0,0,0.5,Synthetic
261,Premium Medley Labneh,Dairy,1 tsp,5.0,0.26,2.22,2.28,30.1,1,0,0,0,0,0.75,Synthetic
262,High-Protein Arabian Cottage Cheese,Dairy,1 tsp,212.56,13.27,8.63,0.2,131.6,0,0,0,0,0,0.75,Synthetic
263,Steamed Mix Skyr,Dairy,2 tbsp,73.97,0.9,17.54,21.92,249.1,1,0,0,0,0,1.0,Synthetic
264,Steamed Heritage Soft Cheese,Dairy,2 tbsp,18.99,4.85,0.5,12.1,72.3,1,0,0,0,0,0.25,Synthetic
265,Plain Mix Sour Cream,Dairy,1 cup,223.17,8.75,4.03,0.2,72.1,1,0,0,0,0,0.75,Synthetic
266,Reduced-Fat Premium Cottage Cheese,Dairy,1 tsp,38.8,13.3,11.5,8.98,192.6,1,0,0,0,0,0.75,Synthetic
267,Fortified Original Curd,Dairy,1 cup,94.88,14.88,7.02,4.12,139.2,0,0,0,0,0,0.5,Synthetic
268,Baked Farm-Fresh Soft Cheese,Dairy,1/2 cup,71.65,11.42,8.63,3.32,136.6,0,0,0,0,0,0.0,Synthetic
269,Pickled Wild Quark,Dairy,1 cup,213.14,8.54,2.18,1.02,57.9,0,0,0,0,0,1.0,Synthetic
270,Marinated Arabian Skyr,Dairy,1 tsp,164.86,4.66,2.6,0.2,42.8,1,0,0,0,0,0.75,Synthetic
271,High-Protein Garden Soft Cheese,Dairy,1/2 cup,114.95,6.84,19.7,17.63,275.2,1,0,0,0,0,0.0,Synthetic
272,Boiled Bahraini Cheese Slice,Dairy,Palm-sized portion,136.45,12.37,22.9,23.61,350.0,1,0,0,0,0,1.0,Synthetic
273,Steamed Blend Ricotta,Dairy,1/2 cup,253.97,15.96,9.01,33.39,278.5,0,0,0,0,0,0.25,Synthetic
274,Seasonal Classic Whey Drink,Dairy,2 tbsp,94.37,7.04,15.03,13.12,215.9,1,0,0,0,0,1.0,Synthetic
275,Lightly-Salted Premium Soft Cheese,Dairy,1 cup,88.38,12.77,2.92,0.2,78.2,1,0,0,0,0,1.0,Synthetic
276,Fresh Wild Sour Cream,Dairy,2 tbsp,135.23,13.22,9.37,33.35,270.6,0,0,0,0,0,0.25,Synthetic
277,Smoked Mix Curd,Dairy,1 cup,210.85,7.31,13.0,23.68,241.0,1,0,0,0,0,1.0,Synthetic
278,Herb-Infused Gourmet Buttermilk,Dairy,1 tsp,74.43,7.93,0.5,0.2,37.0,0,0,0,0,0,0.5,Synthetic
279,Reduced-Fat Selection Curd,Dairy,1 tsp,138.46,6.1,9.61,22.14,199.4,1,0,0,0,0,1.0,Synthetic
280,Spiced Arabian Cream Cheese,Dairy,1/2 cup,34.76,4.05,13.96,7.76,172.9,1,0,0,0,0,0.0,Synthetic
281,Zero-Fat Classic Labneh,Dairy,1 tsp,57.13,14.32,8.01,16.7,196.2,1,0,0,0,0,0.5,Synthetic
282,Dried Medley Ricotta,Dairy,1/2 cup,106.98,4.94,13.02,7.01,165.0,1,0,0,0,0,0.75,Synthetic
283,Dried Farm-Fresh Kefir,Dairy,1 cup,123.21,5.24,10.19,17.54,182.8,1,0,0,0,0,0.0,Synthetic
284,Zero-Fat Heritage Milk,Dairy,1 tsp,130.09,13.55,4.26,0.2,93.3,1,0,0,0,0,0.5,Synthetic
285,Spiced Garden Soft Cheese,Dairy,1 tsp,266.0,12.06,7.9,11.38,164.9,0,0,0,0,0,0.0,Synthetic
286,Fortified Medley Skyr,Dairy,1 tsp,114.47,5.83,8.89,4.03,119.5,1,0,0,0,0,0.25,Synthetic
287,Steamed Bahraini Cottage Cheese,Dairy,1 tsp,130.96,15.1,8.82,8.39,173.3,1,0,0,0,0,0.0,Synthetic
288,Organic Wild Labneh,Dairy,1 cup,266.0,7.58,8.58,4.24,124.5,1,0,0,0,0,1.0,Synthetic
289,Local Farm-Fresh Soft Cheese,Dairy,2 tbsp,266.0,6.5,9.55,0.2,112.8,1,0,0,0,0,0.5,Synthetic
290,Herb-Infused Traditional Quark,Dairy,1 tsp,5.0,0.94,0.82,2.98,23.1,1,0,0,0,0,0.0,Synthetic
291,Spiced Bahraini Whey Drink,Dairy,2 tbsp,266.0,9.33,8.88,22.22,206.1,1,0,0,0,0,0.25,Synthetic
292,Zero-Fat Gourmet Cottage Cheese,Dairy,Palm-sized portion,189.56,7.4,11.54,16.14,198.0,1,0,0,0,0,1.0,Synthetic
293,Fortified Mix Yogurt,Dairy,1 tsp,77.2,6.03,17.13,26.44,284.1,1,0,0,0,0,0.75,Synthetic
294,Lightly-Salted Original Curd,Dairy,Palm-sized portion,198.07,6.73,6.93,4.81,108.5,1,0,0,0,0,0.5,Synthetic
295,Grilled Blend Milk,Dairy,1/2 cup,86.3,2.14,3.2,0.2,38.2,1,0,0,0,0,0.75,Synthetic
296,Homemade Heritage Yogurt,Dairy,1 tsp,266.0,13.13,11.39,5.51,177.1,0,0,0,0,0,0.5,Synthetic
297,Extra-Virgin Mix Sour Cream,Dairy,Palm-sized portion,248.29,5.57,2.65,10.23,87.0,1,0,0,0,0,0.5,Synthetic
298,Roasted Original Ricotta,Dairy,2 tbsp,58.34,11.61,8.15,8.61,154.2,1,0,0,0,0,0.25,Synthetic
299,Homemade Original Cream Cheese,Dairy,1 cup,191.41,5.09,0.5,23.49,118.8,1,0,0,0,0,0.75,Synthetic
300,Frozen Wild Cottage Cheese,Dairy,1/2 cup,5.0,1.2,0.82,2.73,23.1,0,0,0,0,0,0.75,Synthetic
301,Low-Fat Style Skyr,Dairy,1 tsp,64.99,0.9,8.66,14.6,139.9,1,0,0,0,0,0.0,Synthetic
302,Homemade Special Cottage Cheese,Dairy,Palm-sized portion,266.0,6.83,10.63,12.4,172.6,1,0,0,0,0,0.0,Synthetic
303,Fresh Arabian Buttermilk,Dairy,1 tsp,89.46,17.65,8.99,27.36,260.9,0,0,0,0,0,1.0,Synthetic
304,Homemade Selection Kefir,Dairy,2 tbsp,196.16,10.04,3.26,24.26,166.5,1,0,0,0,0,0.5,Synthetic
305,Dried Premium Ricotta,Dairy,1 tsp,127.85,11.67,17.96,0.2,209.1,1,0,0,0,0,0.75,Synthetic
306,Lightly-Salted Heritage Cheese Slice,Dairy,1 tsp,261.64,10.1,3.65,19.52,151.3,0,0,0,0,0,0.0,Synthetic
307,Low-Fat Bahraini Labneh,Dairy,1 tsp,91.41,12.03,5.51,20.68,180.4,1,0,0,0,0,0.25,Synthetic
308,Unsalted Medley Cheese Slice,Dairy,Palm-sized portion,5.0,1.49,3.22,0.04,35.1,1,0,0,0,0,0.5,Synthetic
309,Smoked Heritage Whey Drink,Dairy,2 tbsp,266.0,0.93,7.41,21.49,156.4,1,0,0,0,0,0.0,Synthetic
310,Grilled Bahraini Whey Drink,Dairy,2 tbsp,160.35,8.46,6.38,37.44,241.0,1,0,0,0,0,1.0,Synthetic
311,Fortified Medley Sour Cream,Dairy,1/2 cup,70.07,3.03,6.11,11.58,113.4,0,0,0,0,0,0.0,Synthetic
312,Homemade Arabian Labneh,Dairy,1 cup,89.73,8.13,17.22,18.23,260.4,1,0,0,0,0,0.25,Synthetic
313,Smoked Bahraini Labneh,Dairy,1 tsp,243.63,6.22,9.76,29.48,230.6,1,0,0,0,0,0.75,Synthetic
314,Roasted Heritage Buttermilk,Dairy,Palm-sized portion,252.89,12.95,6.92,17.64,184.6,1,0,0,0,0,0.5,Synthetic
315,Local Wild Soft Cheese,Dairy,1 tsp,68.74,7.85,5.08,30.94,200.9,1,0,0,0,0,1.0,Synthetic
316,Fortified Mix Quark,Dairy,1/2 cup,167.73,3.69,0.5,0.2,20.1,0,0,0,0,0,0.25,Synthetic
317,High-Protein Garden Ricotta,Dairy,Palm-sized portion,137.24,9.17,8.66,6.22,139.5,1,0,0,0,0,0.5,Synthetic
318,Premium Original Cream Cheese,Dairy,2 tbsp,200.69,12.48,6.6,18.23,182.2,1,0,0,0,0,0.5,Synthetic
319,Plain Style Cream Cheese,Dairy,1/2 cup,125.5,7.4,6.78,3.94,106.4,1,0,0,0,0,1.0,Synthetic
320,Whole Original Cottage Cheese,Dairy,1/2 cup,148.01,10.46,0.5,36.12,190.8,1,0,0,0,0,0.25,Synthetic
321,Whipped Premium Soft Cheese,Dairy,2 tbsp,104.94,10.01,7.07,0.2,104.5,0,0,0,0,0,0.0,Synthetic
322,Whole Farm-Fresh Buttermilk,Dairy,Palm-sized portion,156.1,16.23,15.06,6.44,226.2,1,0,0,0,0,0.5,Synthetic
323,Whole Style Whey Drink,Dairy,1/2 cup,189.75,9.55,2.03,13.04,108.6,1,0,0,0,0,0.75,Synthetic
324,Whipped Wild Sour Cream,Dairy,1 tsp,5.0,1.51,0.98,2.27,23.9,1,0,0,0,0,0.75,Synthetic
325,Premium Original Cottage Cheese,Dairy,1/2 cup,31.39,4.4,7.96,3.24,102.2,1,0,0,0,0,0.75,Synthetic
326,Spiced Classic Cheese Slice,Dairy,Palm-sized portion,266.0,7.09,15.45,26.78,274.5,0,0,0,0,0,1.0,Synthetic
327,Plain Variety Cream Cheese,Dairy,1 tsp,266.0,0.9,0.5,16.3,73.3,0,0,0,0,0,0.75,Synthetic
328,Unsalted Style Quark,Dairy,1/2 cup,139.4,6.76,2.98,17.05,122.1,1,0,0,0,0,0.25,Synthetic
329,Grilled Original Kefir,Dairy,1/2 cup,166.71,8.26,0.5,24.62,136.0,0,0,0,0,0,0.5,Synthetic
330,High-Protein Farm-Fresh Milk,Dairy,1/2 cup,5.0,2.0,0.86,1.89,23.3,0,0,0,0,0,0.25,Synthetic
331,Smoked Selection Buttermilk,Dairy,1 tsp,219.79,4.28,14.65,8.01,181.0,0,0,0,0,0,0.75,Synthetic
332,Plain Bahraini Cheese Slice,Dairy,1 tsp,266.0,9.65,5.99,23.73,187.4,0,0,0,0,0,0.0,Synthetic
333,Fresh Farm-Fresh Quark,Dairy,1 cup,18.67,7.58,0.5,8.64,69.4,1,0,0,0,0,0.5,Synthetic
334,Boiled Premium Whey Drink,Dairy,1/2 cup,58.32,13.29,13.21,26.76,279.1,1,0,0,0,0,0.25,Synthetic
335,Zero-Fat Medley Yogurt,Dairy,1 tsp,150.19,11.8,10.52,0.2,142.7,1,0,0,0,0,0.5,Synthetic
336,Whole Traditional Ricotta,Dairy,1/2 cup,33.67,3.95,3.61,24.42,146.0,1,0,0,0,0,0.75,Synthetic
337,Natural Selection Whey Drink,Dairy,1 tsp,111.48,3.79,8.04,25.42,189.2,1,0,0,0,0,0.0,Synthetic
338,Frozen Heritage Quark,Dairy,1 tsp,173.17,4.89,17.59,19.01,253.9,1,0,0,0,0,0.0,Synthetic
339,Unsalted Style Kefir,Dairy,1 cup,201.49,9.56,8.94,22.72,209.6,0,0,0,0,0,0.75,Synthetic
340,Natural Premium Sour Cream,Dairy,1 cup,266.0,3.73,7.99,19.4,164.4,0,0,0,0,0,0.75,Synthetic
341,Organic Original Kefir,Dairy,2 tbsp,66.64,7.48,5.81,0.2,83.0,1,0,0,0,0,0.75,Synthetic
342,High-Protein Variety Kefir,Dairy,1 cup,206.68,5.05,9.42,21.55,191.2,0,0,0,0,0,0.75,Synthetic
343,Natural Bahraini Quark,Dairy,1/2 cup,266.0,8.96,6.28,27.48,202.3,1,0,0,0,0,0.75,Synthetic
344,Enriched Mix Sour Cream,Dairy,1 cup,15.34,2.85,2.89,8.83,72.7,1,0,0,0,0,1.0,Synthetic
345,Frozen Premium Cod Fillet,Protein,Palm-sized portion,75.1,19.68,2.21,0.25,99.6,1,0,0,0,0,0.0,Synthetic
346,Lightly-Salted Medley Beef Steak,Protein,1 medium chicken thigh,37.07,13.7,4.4,1.54,100.6,0,0,0,0,1,0.5,Synthetic
347,Local Farm-Fresh Lentils,Protein,1 piece,62.15,20.11,11.43,1.9,190.9,1,0,0,0,1,0.25,Synthetic
348,Extra-Virgin Traditional White Beans,Protein,1/2 small chicken breast,77.47,20.01,6.42,2.1,146.2,0,0,0,0,0,0.5,Synthetic
349,Boiled Traditional White Beans,Protein,1 piece,69.88,20.21,5.97,0.0,134.6,1,0,0,0,1,0.5,Synthetic
350,High-Protein Farm-Fresh Beef Strips,Protein,1 piece,110.38,17.21,7.44,1.07,140.1,0,0,0,0,1,0.25,Synthetic
351,Roasted Special Lamb Chop,Protein,1 piece,63.75,8.3,2.83,0.0,58.7,1,0,1,0,1,0.5,Synthetic
352,Plain Special Mackerel Fillet,Protein,1 piece,84.16,20.8,6.05,4.68,156.4,0,0,0,0,0,1.0,Synthetic
353,Enriched Medley Tuna Fillet,Protein,1 egg,5.0,1.48,3.05,0.22,34.2,0,0,0,0,0,0.75,Synthetic
354,Enriched Style Chickpeas,Protein,Palm-sized portion,106.7,22.58,7.11,2.63,164.8,0,0,0,0,1,1.0,Synthetic
355,Extra-Virgin Variety White Beans,Protein,1/2 small chicken breast,72.6,25.51,2.13,5.26,142.2,1,0,1,0,1,1.0,Synthetic
356,Marinated Classic Chickpeas,Protein,Palm-sized portion,24.48,19.03,4.23,0.0,114.2,0,0,0,0,1,0.25,Synthetic
357,Fresh Gourmet Shrimp,Protein,Palm-sized portion,120.68,18.72,6.95,1.46,143.3,0,0,0,0,0,0.75,Synthetic
358,Natural Gourmet Chickpeas,Protein,1/2 small chicken breast,99.75,8.01,0.5,1.73,43.5,1,0,0,0,0,0.75,Synthetic
359,Smoked Wild Tuna Fillet,Protein,1 medium chicken thigh,99.18,14.87,12.07,0.02,168.2,0,0,0,0,0,0.25,Synthetic
360,Reduced-Fat Style Edamame,Protein,1 egg,81.87,17.64,0.5,0.14,75.6,0,0,0,0,1,0.25,Synthetic
361,Herb-Infused Selection Turkey Slices,Protein,1 egg,67.88,21.04,12.73,1.88,206.3,1,0,1,0,1,0.25,Synthetic
362,Enriched Classic Mackerel Fillet,Protein,1 piece,60.18,21.24,11.08,4.9,204.3,0,0,0,0,1,0.25,Synthetic
363,Natural Selection Chicken Breast,Protein,1 egg,87.42,6.2,6.39,0.0,82.3,0,0,0,0,0,0.25,Synthetic
364,Herb-Infused Heritage Tuna Fillet,Protein,1/2 small chicken breast,96.85,17.67,8.13,1.81,151.1,1,0,0,0,1,0.0,Synthetic
365,Whipped Variety Turkey Slices,Protein,1/2 small chicken breast,66.48,22.3,0.5,1.63,100.2,0,0,0,0,1,0.0,Synthetic
366,Dried Arabian Mackerel Fillet,Protein,1 medium chicken thigh,101.33,10.62,0.5,0.67,49.7,1,0,1,0,0,1.0,Synthetic
367,Enriched Heritage Edamame,Protein,1 medium chicken thigh,106.01,20.93,3.69,0.0,116.9,1,0,0,0,1,0.25,Synthetic
368,Baked Variety Cod Fillet,Protein,Palm-sized portion,90.87,21.4,5.94,1.45,144.9,0,0,0,0,1,0.75,Synthetic
369,Homemade Traditional Mackerel Fillet,Protein,1 medium chicken thigh,108.06,20.04,5.77,3.15,144.7,0,0,0,0,1,0.5,Synthetic
370,Sun-Dried Classic Salmon Fillet,Protein,1/2 small chicken breast,84.89,10.55,12.04,1.28,155.7,1,0,0,0,1,1.0,Synthetic
371,Natural Variety Tuna Fillet,Protein,1 piece,91.09,30.64,3.83,0.0,157.0,0,0,0,0,1,0.0,Synthetic
372,Low-Fat Variety Beef Strips,Protein,1 medium chicken thigh,55.54,20.81,3.0,0.15,110.8,0,0,1,0,1,0.25,Synthetic
373,Extra-Virgin Gourmet Lamb Chop,Protein,1 medium chicken thigh,55.42,18.42,5.81,0.96,129.8,1,0,0,0,1,0.0,Synthetic
374,Plain Classic Tempeh,Protein,Palm-sized portion,60.65,11.53,7.47,0.7,116.1,0,0,0,0,0,0.75,Synthetic
375,Enriched Blend Turkey Slices,Protein,1 piece,62.88,7.3,0.5,0.0,33.7,1,0,0,0,1,0.25,Synthetic
376,Homemade Gourmet Edamame,Protein,Palm-sized portion,96.49,18.62,10.35,2.06,175.9,0,0,0,0,0,0.75,Synthetic
377,Reduced-Fat Traditional Tofu,Protein,1 egg,77.32,6.44,0.5,0.0,30.3,0,0,0,0,0,0.5,Synthetic
378,Unsalted Blend Pork Tenderloin,Protein,1 medium chicken thigh,86.85,20.34,4.15,0.0,118.7,1,0,0,0,0,0.0,Synthetic
379,Sun-Dried Special Chicken Breast,Protein,Palm-sized portion,118.61,23.87,4.01,3.19,144.3,0,0,0,0,1,0.5,Synthetic
380,Fresh Garden Beef Steak,Protein,Palm-sized portion,80.91,22.82,12.3,1.84,209.3,1,0,0,0,1,1.0,Synthetic
381,Whole Gourmet Pork Tenderloin,Protein,Palm-sized portion,73.5,21.2,6.46,0.0,142.9,0,0,0,0,0,1.0,Synthetic
382,Herb-Infused Bahraini Salmon Fillet,Protein,1/2 small chicken breast,91.1,21.46,13.67,0.65,211.5,1,0,0,0,0,0.75,Synthetic
383,Raw Classic White Beans,Protein,1 egg,48.13,30.57,4.48,0.0,162.6,1,0,0,0,0,0.0,Synthetic
384,Local Blend Turkey Slices,Protein,1/2 small chicken breast,36.08,11.53,14.19,0.0,173.8,0,0,0,0,0,0.5,Synthetic
385,Marinated Classic Salmon Fillet,Protein,Palm-sized portion,74.1,27.27,7.85,2.72,190.6,1,0,0,0,1,0.75,Synthetic
386,Whole Arabian Sardines,Protein,1 piece,64.07,23.18,10.37,1.42,191.7,0,0,0,0,1,0.0,Synthetic
387,Smoked Gourmet Salmon Fillet,Protein,1 piece,83.23,18.72,1.69,5.23,111.0,0,0,0,0,1,0.75,Synthetic
388,Whipped Heritage Lentils,Protein,Palm-sized portion,75.87,14.63,5.51,0.26,109.2,0,0,0,0,1,1.0,Synthetic
389,Plain Arabian Sardines,Protein,1 piece,113.43,22.4,1.21,0.81,103.7,0,0,0,0,1,0.0,Synthetic
390,Natural Traditional Lentils,Protein,1/2 small chicken breast,97.76,31.0,11.23,2.64,235.6,1,0,0,0,0,1.0,Synthetic
391,Whipped Medley Black Beans,Protein,1 egg,65.9,17.38,7.23,2.57,144.9,1,0,0,0,0,0.0,Synthetic
392,Spiced Original Mackerel Fillet,Protein,1 medium chicken thigh,97.03,17.23,2.75,3.17,106.3,0,0,0,0,0,0.0,Synthetic
393,Fresh Garden Salmon Fillet,Protein,1 egg,57.68,25.18,5.27,3.91,163.8,0,0,0,0,0,0.75,Synthetic
394,Steamed Classic Tofu,Protein,1 medium chicken thigh,84.66,22.4,3.09,2.9,129.0,0,0,0,0,1,0.0,Synthetic
395,Extra-Virgin Garden Turkey Slices,Protein,1 egg,78.97,16.65,0.5,0.1,71.5,1,0,0,0,1,0.5,Synthetic
396,Extra-Virgin Blend Tempeh,Protein,1 egg,144.0,31.0,0.5,0.31,129.7,1,0,0,0,1,0.75,Synthetic
397,Homemade Arabian Chicken Breast,Protein,1 medium chicken thigh,84.02,17.01,10.35,0.29,162.3,1,0,0,0,1,0.25,Synthetic
398,Enriched Medley Shrimp,Protein,1 piece,98.83,18.82,1.19,2.98,97.9,0,0,0,0,1,0.25,Synthetic
399,Seasonal Selection Chicken Breast,Protein,1 piece,109.5,10.85,0.5,0.0,47.9,0,0,0,0,1,1.0,Synthetic
400,Low-Fat Heritage Tuna Fillet,Protein,1 medium chicken thigh,76.88,15.05,4.76,0.0,103.0,0,0,0,0,1,1.0,Synthetic
401,Marinated Arabian Beef Steak,Protein,1 egg,65.92,21.77,4.07,5.0,143.7,1,0,0,0,0,0.0,Synthetic
402,Homemade Wild Mackerel Fillet,Protein,1/2 small chicken breast,91.23,26.55,5.18,0.03,152.9,0,0,0,0,1,1.0,Synthetic
403,Local Bahraini Tuna Fillet,Protein,1 medium chicken thigh,68.03,25.68,0.5,0.1,107.6,0,0,0,0,1,0.0,Synthetic
404,Extra-Virgin Premium Cod Fillet,Protein,1 piece,143.3,23.93,0.5,0.4,101.8,0,0,0,0,1,0.25,Synthetic
405,Spiced Wild Egg Omelette,Protein,1 egg,88.97,19.03,9.14,1.75,165.4,0,0,0,0,1,0.75,Synthetic
406,Homemade Original Tuna Fillet,Protein,1 egg,82.55,1.95,10.16,0.0,99.2,0,0,1,0,1,0.75,Synthetic
407,Seasonal Gourmet Shrimp,Protein,1 egg,69.57,23.45,0.5,2.06,106.5,1,0,0,0,0,1.0,Synthetic
408,Dried Style Tuna Fillet,Protein,1 medium chicken thigh,99.63,19.95,3.24,2.49,118.9,0,0,1,0,0,0.5,Synthetic
409,Fresh Medley Turkey Slices,Protein,1 piece,103.79,17.4,4.4,0.12,109.7,0,0,1,0,0,0.75,Synthetic
410,Fortified Original Lamb Chop,Protein,1 piece,105.78,14.73,6.28,0.0,115.4,0,0,0,0,1,0.0,Synthetic
411,Steamed Original Sardines,Protein,1 medium chicken thigh,84.02,8.93,12.44,2.94,159.4,1,0,0,0,1,0.25,Synthetic
412,Premium Medley Black Beans,Protein,1 piece,96.28,17.65,7.22,0.71,138.4,1,0,0,0,1,0.75,Synthetic
413,Extra-Virgin Classic Chicken Breast,Protein,1 piece,80.68,12.36,4.72,2.24,100.9,1,0,0,0,1,0.5,Synthetic
414,High-Protein Variety White Beans,Protein,Palm-sized portion,115.15,14.33,11.68,3.5,176.4,0,0,0,0,0,0.0,Synthetic
415,Frozen Style Cod Fillet,Protein,Palm-sized portion,91.48,15.05,5.2,1.13,111.5,0,0,0,0,0,0.75,Synthetic
416,Premium Wild Tempeh,Protein,Palm-sized portion,23.93,14.16,5.91,2.78,121.0,0,0,0,0,0,0.75,Synthetic
417,Seasonal Bahraini Mackerel Fillet,Protein,1 egg,75.7,21.38,8.38,0.0,160.9,0,0,0,0,0,0.25,Synthetic
418,Boiled Selection Egg Omelette,Protein,1 medium chicken thigh,91.55,31.0,4.67,2.07,174.3,1,0,0,0,0,0.75,Synthetic
419,Whole Farm-Fresh Tofu,Protein,1 medium chicken thigh,93.91,10.73,6.43,1.21,105.6,1,0,0,0,0,1.0,Synthetic
420,Whole Mix Salmon Fillet,Protein,1 piece,123.23,12.1,1.09,0.44,60.0,0,0,0,0,1,0.5,Synthetic
421,Local Farm-Fresh Edamame,Protein,Palm-sized portion,58.21,15.81,5.52,1.89,120.5,1,0,0,0,1,0.75,Synthetic
422,Baked Selection Beef Strips,Protein,Palm-sized portion,93.02,9.01,7.16,0.25,101.5,1,0,0,0,0,0.25,Synthetic
423,Raw Medley Tuna Fillet,Protein,1 piece,144.0,11.58,3.36,4.32,93.8,0,0,0,0,0,0.5,Synthetic
424,Smoked Selection Black Beans,Protein,Palm-sized portion,67.01,13.31,4.81,0.54,98.7,1,0,0,0,0,0.75,Synthetic
425,Baked Wild Beef Steak,Protein,1/2 small chicken breast,105.62,23.56,2.14,0.44,115.3,1,0,1,0,1,1.0,Synthetic
426,Dried Farm-Fresh White Beans,Protein,1/2 small chicken breast,82.55,10.72,0.62,2.05,56.7,1,0,0,0,1,1.0,Synthetic
427,Pickled Style Egg Omelette,Protein,1 medium chicken thigh,102.32,15.98,13.0,0.0,180.9,1,0,0,0,0,0.25,Synthetic
428,Low-Fat Wild Egg Omelette,Protein,1 medium chicken thigh,93.89,27.22,0.5,0.0,113.4,1,0,0,0,1,0.5,Synthetic
429,Extra-Virgin Wild Lentils,Protein,1 medium chicken thigh,100.12,13.87,9.71,0.0,142.9,0,0,0,0,1,0.5,Synthetic
430,Low-Fat Arabian Salmon Fillet,Protein,Palm-sized portion,89.12,3.2,3.88,1.45,53.5,1,0,1,0,0,0.0,Synthetic
431,Whole Wild Egg Omelette,Protein,1 medium chicken thigh,144.0,11.5,0.5,2.64,61.1,1,0,0,0,1,0.5,Synthetic
432,Enriched Variety Tofu,Protein,Palm-sized portion,88.02,23.33,0.5,0.0,97.8,0,0,0,0,0,0.25,Synthetic
433,Organic Premium Egg Omelette,Protein,Palm-sized portion,90.01,11.1,5.13,3.0,102.6,0,0,0,0,0,0.0,Synthetic
